,CustomerID,GrossRevenue,RecencyDays,Frequency,ReturnsNo,QtItems,ProductReturns,PurchasesNo,ProductsNo,PurchasingMonths,Clusters
75,12921,16389.74,3,0.13513513513513514,13,9454,72,37,720.0,11,2
76,13468,5656.75,1,0.11290322580645161,4,2581,8,37,302.0,12,2
77,17760,287.59,21,0.005681818181818182,0,239,0,2,25.0,2,3
78,16928,2781.5,79,0.06484641638225255,2,2094,20,17,209.0,9,4
79,16048,243.69000000000003,85,0.010416666666666666,1,143,1,2,8.0,2,3
80,16274,357.95,372,1.0,0,155,0,1,67.0,1,0
81,14496,538.8100000000001,311,0.03225806451612903,0,159,0,2,19.0,2,3
82,14696,2070.97,3,0.024390243902439025,2,1626,4,7,130.0,6,1
83,16539,1388.81,2,0.01078167115902965,0,477,0,4,45.0,2,3
84,17025,357.77,60,0.009584664536741214,0,235,0,3,9.0,2,3
85,13777,25748.350000000002,0,0.10991957104557641,8,12804,93,33,197.0,12,2
86,17690,4748.45,29,0.04664723032069971,1,1767,6,15,256.0,9,4
87,12947,1407.29,143,0.04782608695652174,5,1157,8,6,97.0,6,1
88,17460,452.63,78,0.02711864406779661,2,176,60,6,29.0,5,1
89,18229,7276.900000000001,11,0.055248618784530384,0,2488,0,20,164.0,12,2
90,14142,311.81,372,1.0,0,313,0,1,22.0,1,0
91,17069,2655.2200000000003,27,0.03757225433526012,4,1482,24,9,143.0,5,1
92,13065,205.86,372,1.0,0,74,0,1,14.0,1,0
93,14606,11713.85,0,0.3485254691689008,35,5978,246,93,2700.0,12,2
94,16835,180.85,127,0.00816326530612245,0,61,0,2,10.0,2,3
95,15235,2247.51,217,0.07692307692307693,0,1324,0,12,143.0,5,1
96,13576,6703.3,9,0.05509641873278237,2,2640,6,18,126.0,12,2
97,18011,102.78999999999999,372,1.0,0,71,0,1,28.0,1,0
98,13090,8689.39,8,0.049315068493150684,4,2194,69,14,155.0,10,2
99,15694,6423.6,0,0.040214477211796246,1,1665,12,14,78.0,9,4
100,14741,1400.34,11,0.016574585635359115,0,841,0,6,59.0,5,1
101,13715,1053.94,280,0.08695652173913043,3,555,8,5,105.0,3,5
102,14092,4063.1,7,0.04644808743169399,3,2061,5,14,214.0,11,2
103,17732,303.97,372,1.0,0,93,0,1,18.0,1,0
104,12855,38.1,372,1.0,0,30,0,1,3.0,1,0
105,15752,2628.93,39,0.023952095808383235,1,1973,5,7,411.0,7,4
106,17855,208.97,372,1.0,0,197,0,1,17.0,1,0
107,14047,1290.01,8,0.019178082191780823,2,377,4,5,32.0,4,5
108,17925,244.08,372,1.0,0,72,0,1,1.0,1,0
109,13941,4912.41,21,0.019943019943019943,2,2307,57,5,45.0,6,1
110,17017,8574.11,2,0.07297297297297298,7,6613,60,20,252.0,10,2
111,14135,4690.31,1,0.04032258064516129,0,3850,0,15,134.0,7,4
112,13108,350.06,372,1.0,0,298,0,1,10.0,1,0
113,12471,18740.92,1,0.1320754716981132,19,7965,247,30,460.0,11,2
114,15601,6745.36,10,0.04696132596685083,3,4978,5,14,410.0,10,2
115,13418,5845.44,11,0.06371191135734072,5,3839,79,18,304.0,9,4
116,14766,2423.07,7,0.021917808219178082,2,1323,26,6,135.0,5,1
117,15658,958.9,189,0.04371584699453552,3,232,10,5,48.0,6,1
118,14388,3172.04,8,0.0273972602739726,2,1933,8,8,186.0,7,4
119,14901,1414.99,10,0.027624309392265192,1,659,2,9,96.0,4,5
120,18041,4161.14,11,0.06077348066298342,1,3810,9,21,472.0,11,2
121,15955,4389.81,23,0.045845272206303724,2,2124,11,14,183.0,8,4
122,15070,106.2,372,1.0,0,36,0,1,1.0,1,0
123,16244,1522.75,211,0.012422360248447204,0,855,0,2,91.0,2,3
124,15111,1567.48,28,0.00872093023255814,0,710,0,3,84.0,3,5
125,14390,4592.47,9,0.03581267217630854,4,2125,11,9,286.0,6,1
127,15260,1780.77,99,0.029304029304029304,1,861,24,7,77.0,6,1
128,13305,2000.86,3,0.02710027100271003,0,1232,0,10,81.0,8,4
129,14491,340.93,174,0.010101010101010102,0,139,0,2,17.0,2,3
130,14060,6135.38,4,0.05420054200542006,1,5374,12,19,202.0,12,2
131,15923,127.08,372,1.0,0,122,0,1,21.0,1,0
132,16752,207.5,372,1.0,0,54,0,1,9.0,1,0
133,17287,1064.11,25,0.020172910662824207,0,559,0,7,124.0,6,1
134,15363,318.05,240,0.015151515151515152,1,143,1,1,16.0,2,3
135,12915,363.65,148,0.008928571428571428,0,93,0,2,22.0,2,3
136,15544,3542.51,8,0.03021978021978022,2,3105,4,9,259.0,7,4
137,15738,4788.77,18,0.05367231638418079,3,2967,15,16,173.0,12,2
138,16042,1147.37,21,0.019943019943019943,2,745,10,5,71.0,5,1
139,17381,20272.43,8,0.08241758241758242,1,25646,3,29,109.0,12,2
140,15827,1641.48,72,0.06666666666666667,6,842,40,14,115.0,10,2
141,14180,4640.77,10,0.0856353591160221,6,710,9,25,240.0,12,2
142,13117,984.91,21,0.022792022792022793,0,945,0,8,76.0,7,4
143,16916,576.26,23,0.0057306590257879654,0,440,0,2,143.0,2,3
144,17964,471.7,31,0.005865102639296188,0,301,0,2,104.0,2,3
145,14466,2272.4,28,0.020348837209302327,0,1006,0,7,72.0,7,4
146,17235,550.06,24,0.005747126436781609,0,224,0,2,29.0,2,3
147,16510,248.1,371,1.0,0,92,0,1,13.0,1,0
148,17802,1251.84,81,0.013745704467353952,1,743,9,3,140.0,3,5
149,15107,247.66,310,0.12903225806451613,2,161,8,6,16.0,3,5
150,17976,353.19,371,1.0,0,106,0,1,65.0,1,0
151,14449,907.1,18,0.011299435028248588,0,757,0,4,258.0,4,5
152,16781,294.65,364,0.25,1,111,2,1,17.0,1,3
154,13491,1215.82,51,0.03115264797507788,0,903,0,10,86.0,7,4
155,16186,3991.94,22,0.037142857142857144,1,3008,12,12,218.0,8,4
156,17685,3191.53,16,0.019662921348314606,0,1956,0,7,130.0,6,1
157,17581,10736.11,0,0.08333333333333333,6,5861,66,25,440.0,9,4
158,15732,294.12,211,0.0125,0,215,0,2,14.0,2,3
159,13138,962.39,21,0.017094017094017096,0,473,0,6,63.0,6,1
161,17567,4012.56,6,0.0273224043715847,2,2428,204,8,165.0,7,4
162,15061,54228.74,3,0.14905149051490515,7,28590,330,48,403.0,12,2
163,16203,589.15,58,0.01592356687898089,1,261,1,4,35.0,5,1
164,15640,12433.34,3,0.04619565217391304,2,6572,35,15,484.0,9,4
165,15574,702.25,177,0.020512820512820513,0,349,0,4,168.0,2,3
166,16770,744.9,57,0.01904761904761905,1,452,12,5,145.0,4,5
167,17838,2312.7,26,0.017341040462427744,1,1421,458,5,121.0,4,5
168,17228,1906.09,15,0.022408963585434174,0,1532,0,8,208.0,6,1
169,14829,644.65,28,0.01744186046511628,2,414,38,4,42.0,3,5
170,17412,1258.06,2,0.01891891891891892,0,738,0,7,66.0,5,1
171,14031,14634.640000000001,6,0.06284153005464481,4,5370,418,19,250.0,11,2
172,14775,1011.9,57,0.009554140127388535,0,1174,0,3,60.0,3,5
173,12971,10930.26,3,0.24119241192411925,3,9203,86,86,305.0,12,2
174,15834,2084.9,69,0.019867549668874173,2,961,4,4,273.0,4,5
175,17659,2954.75,3,0.037940379403794036,2,1486,39,12,158.0,7,4
176,15299,3787.09,66,0.036065573770491806,4,2940,8,7,7.0,7,4
177,15646,425.14000000000004,157,0.018604651162790697,1,388,6,3,35.0,3,5
179,14443,1400.88,53,0.0219435736677116,3,931,7,4,93.0,4,5
180,14156,113380.14,9,0.18181818181818182,11,56925,860,55,1399.0,12,2
182,13402,621.23,126,0.00816326530612245,0,479,0,2,39.0,2,3
183,18168,1133.64,175,0.04568527918781726,3,585,9,6,131.0,5,1
184,17757,5585.49,0,0.08355795148247978,1,3316,4,30,741.0,12,2
185,14625,848.48,184,0.026737967914438502,3,330,5,2,53.0,3,5
186,13011,50.550000000000004,371,1.0,0,13,0,1,3.0,1,0
187,13798,36351.42,0,0.16981132075471697,6,23514,434,57,349.0,12,2
188,15384,635.76,169,0.014778325123152709,1,593,3,2,41.0,2,3
189,14264,319.47,154,0.013761467889908258,1,66,4,2,17.0,3,5
190,13295,197.95000000000002,359,0.15384615384615385,1,81,1,1,10.0,1,3
191,16754,2002.4,371,1.0,0,4280,0,1,2.0,1,0
192,16634,217.9,222,0.013333333333333334,0,82,0,2,9.0,2,3
193,18239,1561.6100000000001,218,0.032467532467532464,0,795,0,5,88.0,4,5
194,14576,35.400000000000006,371,1.0,0,12,0,1,1.0,1,0
195,13145,614.77,39,0.015015015015015015,1,142,3,4,6.0,4,5
196,14395,3471.91,1,0.032432432432432434,3,1689,4,9,350.0,8,4
197,14865,52.2,6,0.005479452054794521,0,108,0,2,4.0,1,3
198,15093,4410.14,17,0.025423728813559324,3,3733,27,6,108.0,7,4
199,12738,155.35,371,1.0,0,148,0,1,11.0,1,0
200,16150,1906.07,38,0.03293413173652695,5,1004,43,5,117.0,7,4
201,17552,909.96,42,0.01818181818181818,2,708,11,4,49.0,3,5
202,14236,490.86,80,0.00684931506849315,0,310,0,2,15.0,2,3
203,17961,1296.44,20,0.1111111111111111,0,560,0,39,249.0,11,2
204,14573,1603.72,179,0.06735751295336788,4,538,6,9,235.0,5,1
205,17135,1139.73,15,0.019662921348314606,0,1224,0,7,52.0,4,5
206,17396,7330.8,38,0.024024024024024024,0,2005,0,8,27.0,3,5
208,12967,1194.75,2,0.01084010840108401,2,243,195,2,19.0,2,3
209,12686,89.14,371,1.0,0,107,0,1,7.0,1,0
211,15240,1685.57,44,0.021406727828746176,2,1361,8,5,78.0,6,1
212,18225,5361.02,2,0.04607046070460705,5,3206,38,12,271.0,9,4
213,13370,721.32,365,0.3333333333333333,1,336,7,1,39.0,1,3
214,16883,276.73,186,0.010810810810810811,0,104,0,2,38.0,2,3
215,13520,3487.75,58,0.025559105431309903,2,1642,7,6,93.0,7,4
216,12841,3876.4,4,0.07065217391304347,1,2683,74,25,420.0,12,2
217,16905,3085.48,4,0.021798365122615803,1,1407,1,7,208.0,5,1
218,12427,708.37,11,0.013850415512465374,2,236,297,3,31.0,3,5
219,17967,123.07,371,1.0,0,80,0,1,48.0,1,0
220,16891,809.7,1,0.013513513513513514,0,283,0,5,203.0,4,5
221,14589,39.75,371,1.0,0,5,0,1,3.0,1,0
222,14680,26932.34,24,0.06628242074927954,7,12474,1002,16,258.0,11,2
223,17884,717.45,3,0.010869565217391304,0,854,0,4,117.0,2,3
224,12557,11990.960000000001,15,0.014044943820224719,0,4384,0,5,33.0,5,1
225,14083,1018.43,3,0.024456521739130436,0,732,0,9,181.0,5,1
226,13013,4786.99,0,0.04043126684636118,2,2217,7,13,219.0,8,4
227,14210,1900.89,90,0.02491103202846975,1,759,1,6,102.0,7,4
228,16477,2494.46,63,0.022727272727272728,0,1415,0,7,146.0,6,1
229,12600,2581.04,28,0.03206997084548105,1,773,1,10,64.0,9,4
230,16013,33366.25,3,0.14673913043478262,7,13845,1691,47,139.0,12,2
231,17949,52750.84,0,0.14016172506738545,7,27571,2975,45,70.0,12,2
232,12779,3868.7,20,0.03418803418803419,4,1996,28,8,149.0,8,4
233,16926,230.25,370,1.0,0,35,0,1,14.0,1,0
234,17787,1865.19,152,0.0182648401826484,0,910,0,4,134.0,4,5
235,12682,12288.22,3,0.08423913043478261,0,5575,0,31,525.0,12,2
236,14723,1158.3,9,0.016574585635359115,0,695,0,6,278.0,3,5
237,17954,2295.37,4,0.04371584699453552,4,2229,5,12,485.0,8,4
238,17819,3661.0699999999997,71,0.02666666666666667,1,1027,4,7,48.0,6,1
239,12712,4241.63,22,0.04871060171919771,4,1044,18,13,133.0,10,2
240,15373,2213.11,7,0.03571428571428571,1,476,24,12,132.0,8,4
241,16140,703.77,52,0.012539184952978056,2,727,3,2,35.0,2,3
242,17198,692.22,23,0.008620689655172414,0,357,0,3,96.0,2,3
243,17238,3744.65,2,0.04607046070460705,0,1822,0,17,566.0,9,4
244,12793,545.48,334,0.05405405405405406,0,295,0,2,24.0,2,3
245,15769,51823.72,6,0.07967032967032966,3,27660,2012,26,130.0,12,2
246,14396,487.99,64,0.006514657980456026,0,225,0,2,73.0,2,3
247,14898,1228.32,22,0.022988505747126436,2,1008,12,6,116.0,6,1
248,12725,427.8,370,1.0,0,164,0,1,24.0,1,0
249,16725,775.07,301,0.11428571428571428,1,293,1,7,151.0,3,5
250,12395,2998.28,15,0.042134831460674156,3,2113,5,12,156.0,9,4
251,16455,1841.18,63,0.022727272727272728,0,988,0,7,99.0,5,1
252,13081,27960.48,0,0.05675675675675676,10,18829,139,11,1023.0,8,4
253,15545,292.71999999999997,53,0.006309148264984227,0,163,0,2,81.0,2,3
254,17243,8628.55,0,0.08130081300813008,4,3362,8,26,400.0,11,2
255,15465,6945.0199999999995,19,0.06857142857142857,6,1217,40,18,97.0,10,2
256,15708,3329.7200000000003,40,0.03333333333333333,4,1258,9,7,288.0,6,1
257,13089,57385.88,2,0.3215258855585831,21,30787,283,97,1818.0,12,2
258,16033,8727.61,5,0.07397260273972603,7,3516,23,20,1137.0,12,2
259,13838,691.73,5,0.010958904109589041,0,263,0,4,174.0,2,3
260,15351,1862.14,11,0.027932960893854747,3,732,21,7,225.0,4,5
261,18055,6752.14,6,0.030303030303030304,1,2450,5,10,360.0,6,1
262,15038,665.59,42,0.021406727828746176,1,187,30,6,130.0,5,1
263,18109,7925.32,1,0.08401084010840108,5,4219,18,26,444.0,12,2
264,13069,3717.82,0,0.07317073170731707,3,5466,419,24,425.0,12,2
265,16241,2607.87,9,0.036011080332409975,0,1453,0,13,662.0,10,2
266,14800,4236.34,47,0.04953560371517028,4,3634,21,12,385.0,9,4
267,16839,15357.78,8,0.10803324099722991,5,8470,505,34,266.0,11,2
268,16168,3770.6,10,0.07777777777777778,1,1888,4,27,98.0,11,2
269,16931,4604.22,4,0.057534246575342465,0,3158,0,21,898.0,12,2
270,16814,6500.6,13,0.06179775280898876,1,2768,1,21,324.0,12,2
271,13269,5315.92,0,0.04607046070460705,2,3509,5,15,316.0,9,4
272,14813,155.43,369,2.0,0,67,0,2,30.0,1,0
273,12567,9114.94,22,0.03170028818443804,1,4089,216,10,446.0,7,4
274,17062,534.47,313,0.08928571428571429,1,428,2,4,70.0,2,3
275,15332,1661.06,365,1.0,0,652,0,4,35.0,1,0
276,14810,2087.88,40,0.03343465045592705,0,1016,0,11,255.0,9,4
277,16353,6675.71,3,0.06267029972752043,0,2006,0,23,94.0,10,2
278,18118,5595.77,10,0.08635097493036212,5,2877,5,26,1279.0,11,2
279,13831,2202.99,15,0.01694915254237288,0,745,0,6,74.0,5,1
280,13506,452.82,311,0.05172413793103448,1,321,3,2,26.0,2,3
281,17796,697.9,39,0.012121212121212121,0,178,0,4,82.0,3,5
282,15716,1118.81,145,0.017857142857142856,0,744,0,4,118.0,4,5
283,18156,734.94,12,0.0056022408963585435,0,301,0,2,140.0,2,3
284,15221,114.1,365,0.5,1,25,18,1,5.0,1,0
285,16983,1920.2,12,0.022408963585434174,1,1366,13,7,148.0,6,1
286,17059,3095.04,29,0.014705882352941176,0,1855,0,5,516.0,5,1
287,16327,3844.22,13,0.016853932584269662,0,2571,0,6,319.0,6,1
288,17211,2299.67,26,0.026239067055393587,1,1310,13,8,211.0,6,1
289,17026,154.82999999999998,184,0.010810810810810811,0,97,0,2,4.0,2,3
290,15570,4109.97,6,0.03581267217630854,1,2058,9,12,323.0,7,4
291,15880,313.28000000000003,368,2.0,1,187,24,1,105.0,1,0
292,16718,623.75,368,1.0,0,413,0,1,45.0,1,0
293,15808,3724.77,305,0.078125,1,1341,2,4,208.0,3,5
294,17858,5155.66,5,0.03296703296703297,0,2706,0,12,199.0,8,4
295,16393,2941.05,1,0.05449591280653951,7,1529,47,13,330.0,9,4
296,14161,1110.52,215,0.01948051948051948,0,455,0,3,108.0,3,5
297,17863,3160.0,58,0.01929260450160772,0,2638,0,6,148.0,6,1
298,16411,214.65,18,0.005714285714285714,0,132,0,2,45.0,2,3
299,16402,299.6,264,0.01904761904761905,0,149,0,2,60.0,2,3
300,15023,6763.16,2,0.0326975476839237,1,2863,8,11,562.0,8,4
301,17402,2633.85,4,0.03561643835616438,0,701,0,13,59.0,8,4
302,15426,1429.9,18,0.019943019943019943,2,663,11,5,292.0,3,5
303,12647,3669.92,21,0.037463976945244955,1,1419,12,12,121.0,8,4
304,15894,263.55,252,0.017241379310344827,0,168,0,2,41.0,2,3
305,15867,3797.79,4,0.04395604395604396,1,2052,2,15,461.0,11,2
306,14506,2012.17,16,0.014204545454545454,0,730,0,5,316.0,5,1
307,15555,4758.2,11,0.055865921787709494,4,4410,29,16,899.0,9,4
308,13034,642.77,54,0.006349206349206349,0,369,0,2,37.0,2,3
309,15889,446.87,156,0.009389671361502348,0,215,0,2,93.0,2,3
310,15953,1634.53,14,0.028169014084507043,2,885,7,8,98.0,6,1
311,16143,2419.84,2,0.01912568306010929,1,917,2,6,117.0,4,5
312,12720,5713.28,2,0.07901907356948229,4,4654,18,25,354.0,12,2
313,16422,33816.49,16,0.20738636363636365,22,33432,272,51,369.0,12,2
314,12747,4196.01,1,0.02997275204359673,0,1275,0,11,103.0,8,4
315,15502,5541.46,15,0.06497175141242938,11,3823,413,12,213.0,7,4
316,12763,494.08,137,0.008658008658008658,0,316,0,2,18.0,2,3
317,14081,904.67,266,0.0392156862745098,2,593,3,2,153.0,3,5
318,17965,2622.57,37,0.04216867469879518,0,1556,0,14,329.0,9,4
319,14404,1434.72,33,0.020833333333333332,1,831,8,6,103.0,6,1
320,13579,467.04,14,0.005633802816901409,0,176,0,2,23.0,2,3
321,13174,2817.03,15,0.0084985835694051,0,1395,0,3,314.0,3,5
322,15987,1451.28,11,0.0196078431372549,0,1556,0,7,140.0,5,1
323,17677,16219.22,1,0.11684782608695653,13,9725,50,30,304.0,12,2
324,13652,1095.08,45,0.009287925696594427,0,578,0,3,63.0,3,5
325,12586,179.94000000000003,16,0.005681818181818182,1,77,2,1,11.0,2,3
326,17428,17078.45,0,0.08943089430894309,5,9435,39,28,328.0,12,2
327,16161,5352.97,1,0.07065217391304347,7,2506,93,19,474.0,10,2
328,16858,345.89000000000004,365,0.6666666666666666,1,83,8,1,10.0,1,0
329,18219,2019.77,2,0.02997275204359673,1,883,2,10,114.0,8,4
330,14293,1046.56,2,0.01092896174863388,0,709,0,4,61.0,3,5
331,14748,1307.79,28,0.01764705882352941,1,1092,31,5,88.0,5,1
332,16638,1676.47,22,0.03170028818443804,1,1254,1,10,94.0,7,4
333,17674,551.04,73,0.006779661016949152,0,672,0,2,27.0,2,3
334,12808,483.65000000000003,36,0.009036144578313253,0,188,0,3,28.0,3,5
335,13094,1708.8600000000001,20,0.04597701149425287,4,1542,174,12,24.0,10,2
336,15899,56.25,368,1.0,0,39,0,1,4.0,1,0
337,12708,2616.32,29,0.0471976401179941,6,1270,37,10,157.0,10,2
338,15898,1384.68,0,0.016304347826086956,1,568,2,5,86.0,4,5
339,17691,290.40000000000003,357,0.18181818181818182,0,134,0,2,19.0,1,3
340,17227,935.32,18,0.017142857142857144,0,641,0,6,46.0,6,1
341,15039,19786.44,9,0.14444444444444443,5,9191,18,47,1502.0,12,2
342,15919,639.89,19,0.005714285714285714,0,545,0,2,143.0,2,3
343,13497,321.05,282,0.03488372093023256,1,159,4,2,19.0,2,3
344,15860,977.21,40,0.024390243902439025,0,440,0,8,142.0,6,1
345,14189,4604.31,1,0.0653950953678474,9,3919,18,15,265.0,11,2
346,15304,680.3,60,0.032467532467532464,2,100,4,8,23.0,7,4
347,14867,701.33,185,0.02185792349726776,1,327,1,3,36.0,4,5
348,14344,889.9300000000001,126,0.03305785123966942,0,477,0,8,71.0,5,1
349,12474,7112.47,16,0.08522727272727272,12,4664,83,18,423.0,11,2
350,16719,1773.92,14,0.022598870056497175,1,1202,2,7,201.0,7,4
351,15048,380.57,64,0.01644736842105263,1,183,12,4,97.0,4,5
352,15301,5028.12,50,0.0440251572327044,2,2768,7,12,243.0,9,4
353,14708,1096.67,2,0.01092896174863388,1,615,6,3,28.0,2,3
354,16898,444.46,25,0.011661807580174927,1,386,33,3,162.0,3,5
355,14825,2226.91,3,0.03287671232876712,0,991,0,12,121.0,9,4
356,18113,76.32000000000001,368,1.0,0,72,0,1,1.0,1,0
357,17596,2827.93,22,0.02023121387283237,0,4400,0,7,270.0,6,1
358,15078,9623.35,6,0.10497237569060773,6,5069,36,32,440.0,12,2
359,14085,4435.79,1,0.051771117166212535,1,3183,1,18,450.0,9,4
360,17860,252.8,368,1.0,0,104,0,1,58.0,1,0
361,13155,971.76,32,0.011904761904761904,0,497,0,4,85.0,4,5
362,15028,627.13,7,0.0110803324099723,0,459,0,4,48.0,2,3
363,16919,2596.45,155,0.051643192488262914,0,1413,0,11,327.0,5,1
364,17259,603.37,147,0.00904977375565611,0,410,0,2,124.0,2,3
365,17019,1272.61,10,0.0111731843575419,0,827,0,4,234.0,4,5
366,14487,1183.58,26,0.02046783625730994,1,734,1,6,144.0,4,5
367,16722,4711.21,16,0.045454545454545456,3,4989,12,13,225.0,10,2
368,15882,495.36,198,0.029411764705882353,1,266,10,4,23.0,2,3
369,14667,9231.2,10,0.07541899441340782,2,5382,3,25,573.0,11,2
370,16710,2483.04,18,0.02857142857142857,0,1836,0,10,402.0,6,1
371,16550,2266.25,108,0.03461538461538462,4,1526,14,5,251.0,5,1
372,15984,2816.97,2,0.030054644808743168,1,1833,10,10,270.0,7,4
373,17682,2459.33,9,0.019498607242339833,1,1365,2,6,118.0,7,4
374,16658,123.24,367,1.0,0,40,0,1,8.0,1,0
375,17068,4531.34,11,0.06179775280898876,1,2154,10,21,296.0,11,2
376,15356,2766.5,30,0.02967359050445104,0,1673,0,10,519.0,9,4
377,17223,426.79,309,0.03389830508474576,0,112,0,2,49.0,2,3
378,16817,1446.95,2,0.03551912568306011,4,762,60,9,86.0,6,1
379,13030,799.48,10,0.0056022408963585435,0,394,0,2,99.0,2,3
380,17191,2095.13,27,0.020527859237536656,0,1167,0,7,237.0,5,1
381,15194,7521.17,2,0.060109289617486336,7,5648,55,15,310.0,9,4
382,14409,1908.25,70,0.02348993288590604,1,1158,72,6,54.0,5,1
